Joaquim Fonseca Milano;MULTIPOLYGON(((-6212123.72723635 -3476208.17088744,-6212099.0321916 -3476223.72067019,-6211845.20923421 -3476306.79308791,-6211876.40439136 -3476407.91511092,-6211876.81784352 -3476428.78521906,-6211884.50115444 -3476446.253596,-6211895.4887261 -3476473.90138057,-6211900.874354 -3476505.54449864,-6211904.33173403 -3476536.24724354,-6211905.02051349 -3476560.91423173,-6211900.31014912 -3476590.58339816,-6211897.08210144 -3476630.79092985,-6211888.04892794 -3476652.6165697,-6212032.36968784 -3476607.75317857,-6212074.32005378 -3476728.75092667,-6212159.2843807 -3476705.18694806,-6212163.90715248 -3476682.17145732,-6212189.06755716 -3476652.08265278,-6212261.95170137 -3476539.02662282,-6212354.87394117 -3476404.36523153,-6212448.6790907 -3476275.40438814,-6212462.12943706 -3476252.14944502,-6212522.47641433 -3476164.8885859,-6212539.0618182 -3476142.61474293,-6212586.35963785 -3476077.44585321,-6212480.93964886 -3475992.07689792,-6212464.25727998 -3476006.22285998,-6212440.44798998 -3476027.47287281,-6212404.739349 -3476052.06710433,-6212381.22472972 -3476066.69072574,-6212343.95961324 -3476081.16168094,-6212254.13715307 -3476128.91273643,-6212218.44756824 -3476143.08368651,-6212123.72723635 -3476208.17088744)))
Vera Cruz;MULTIPOLYGON(((-6211888.04892794 -3476652.6165697,-6211879.24099398 -3476654.72930935,-6211888.46698149 -3476716.28148387,-6211901.85956497 -3476756.40084774,-6211923.50048819 -3476793.63264431,-6211956.43130856 -3476851.79821295,-6211977.15812359 -3476882.0820062,-6212019.20465522 -3476948.93374638,-6212078.20890234 -3477043.27698807,-6212100.21127699 -3477077.42917668,-6212108.76794654 -3477097.78401375,-6212126.62942865 -3477093.30216035,-6212185.53816782 -3477074.94607704,-6212275.14386183 -3477048.89987493,-6212277.93385925 -3477047.27711295,-6212286.5364991 -3477042.27373076,-6212347.15792461 -3477101.92190102,-6212394.88754262 -3477150.89721112,-6212406.51301493 -3477162.40017216,-6212447.6196868 -3477202.87537769,-6212463.36534796 -3477221.58769899,-6212493.48605367 -3477269.95845205,-6212505.8291171 -3477293.2724068,-6212541.82224273 -3477260.06218062,-6212580.92584003 -3477209.88151968,-6212606.53952194 -3477166.30564969,-6212630.86132628 -3477139.57865657,-6212642.37987581 -3477107.09795672,-6212685.27640569 -3477014.23963027,-6212704.86970187 -3476965.38310711,-6212712.56454232 -3476951.23562652,-6212720.0783732 -3476947.15272951,-6212727.81511531 -3476901.70582053,-6212737.51709772 -3476882.69631611,-6212772.95295813 -3476810.09399419,-6212796.80090985 -3476764.19809569,-6212812.25354865 -3476753.34468969,-6212833.60281862 -3476680.43550057,-6212875.71321001 -3476591.882237,-6212922.89690547 -3476478.71194182,-6212955.43187819 -3476383.45263653,-6212973.22565795 -3476338.94724074,-6212858.1874901 -3476235.16088123,-6212586.35963785 -3476077.44585321,-6212539.0618182 -3476142.61474293,-6212522.47641433 -3476164.8885859,-6212462.12943706 -3476252.14944502,-6212448.6790907 -3476275.40438814,-6212354.87394117 -3476404.36523153,-6212261.95170137 -3476539.02662282,-6212189.06755716 -3476652.08265278,-6212163.90715248 -3476682.17145732,-6212159.2843807 -3476705.18694806,-6212074.32005378 -3476728.75092667,-6212032.36968784 -3476607.75317857,-6211888.04892794 -3476652.6165697)))
Sepé Tiarajú;MULTIPOLYGON(((-6212505.8291171 -3477293.2724068,-6212525.93676826 -3477336.48061812,-6212566.01301423 -3477409.26519573,-6212672.87165307 -3477296.27209545,-6212732.18035292 -3477238.99345605,-6212706.48118993 -3477215.34999482,-6212997.59427617 -3476908.93729199,-6213079.98579407 -3476820.70245699,-6213158.53726098 -3476734.16260371,-6213236.10607089 -3476653.18824624,-6213275.5162655 -3476608.74269176,-6212973.22565795 -3476338.94724074,-6212955.43187819 -3476383.45263653,-6212922.89690547 -3476478.71194182,-6212875.71321001 -3476591.882237,-6212833.60281862 -3476680.43550057,-6212812.25354865 -3476753.34468969,-6212796.80090985 -3476764.19809569,-6212772.95295813 -3476810.09399419,-6212737.51709772 -3476882.69631611,-6212727.81511531 -3476901.70582053,-6212720.0783732 -3476947.15272951,-6212712.56454232 -3476951.23562652,-6212704.86970187 -3476965.38310711,-6212685.27640569 -3477014.23963027,-6212642.37987581 -3477107.09795672,-6212630.86132628 -3477139.57865657,-6212606.53952194 -3477166.30564969,-6212580.92584003 -3477209.88151968,-6212541.82224273 -3477260.06218062,-6212505.8291171 -3477293.2724068)))
Ibirapuitã;MULTIPOLYGON(((-6208040.98654662 -3475561.13839047,-6208103.38743422 -3475641.08436318,-6208262.92595188 -3475965.65923997,-6208245.81883208 -3475981.55777987,-6208258.56443203 -3475985.98031298,-6208266.27521155 -3475996.06323225,-6208270.37740478 -3476010.8200888,-6207991.4081137 -3476050.1788955,-6208047.21164832 -3476145.50438456,-6207999.74970931 -3476164.28129955,-6208142.27270948 -3476322.70435732,-6208154.43554562 -3476349.60662951,-6208183.8548773 -3476406.69816195,-6208241.95616643 -3476521.37868828,-6208257.38856695 -3476554.53168365,-6208298.67462614 -3476682.48490916,-6208314.18199118 -3476736.74586053,-6208300.93054472 -3476821.50998529,-6208394.76440771 -3476794.95349436,-6208453.59315426 -3476776.83178048,-6208511.59385349 -3476761.37988211,-6208589.72182961 -3476738.28305025,-6208557.24307272 -3476603.55098066,-6208549.02485685 -3476584.95685932,-6208542.6802423 -3476566.82196075,-6208540.31635429 -3476558.5844081,-6208506.4868115 -3476568.4067173,-6208467.39474957 -3476417.68712681,-6208460.41940987 -3476387.7365637,-6208595.64628825 -3476348.94432437,-6208612.69752697 -3476344.46569615,-6208640.70150106 -3476337.92917291,-6208637.96006125 -3476328.32332382,-6208689.07084116 -3476315.20819279,-6208709.64859811 -3476308.28148427,-6208845.68227362 -3476270.31652382,-6208824.01466133 -3476233.13093502,-6208801.70393753 -3476179.51438832,-6208803.5201863 -3476162.2885485,-6208793.77740444 -3476156.43612399,-6208778.75007259 -3476109.46720072,-6208763.88782542 -3476046.89763924,-6208758.88979857 -3475978.68534141,-6208753.3361794 -3475963.02344034,-6208751.22396822 -3475930.97447585,-6208756.31674657 -3475912.96289533,-6208749.92003546 -3475899.75553667,-6208755.00411964 -3475882.5649855,-6208755.57721275 -3475828.37318964,-6208767.34434376 -3475797.29401055,-6208776.9295874 -3475740.7352718,-6208806.95553499 -3475682.75269652,-6208847.54043902 -3475630.63115978,-6208874.92414932 -3475590.68633121,-6208895.59018842 -3475567.91430962,-6208686.90912524 -3475445.79642278,-6208040.98654662 -3475561.13839047)))
Oswaldo Aranha;MULTIPOLYGON(((-6208589.72182961 -3476738.28305025,-6208650.28006437 -3476721.47910459,-6208709.69330299 -3476704.56484263,-6208742.92106641 -3476715.96355724,-6208969.6298208 -3476757.80364884,-6209091.2657947 -3476458.53064533,-6209083.2086223 -3476447.76899705,-6209051.3897592 -3476443.32365633,-6209031.07789487 -3476432.43121746,-6209009.1408696 -3476420.70031163,-6208976.62650429 -3476404.75041601,-6208948.16235272 -3476392.12846356,-6208945.0419528 -3476378.13455197,-6208923.10498738 -3476366.40343583,-6208908.43417736 -3476362.96197353,-6208882.59466998 -3476333.94380227,-6208855.11263837 -3476305.72921564,-6208850.41046763 -3476286.79116702,-6208845.68227363 -3476270.31652382,-6208709.64859811 -3476308.28148427,-6208689.07084116 -3476315.20819279,-6208637.96006125 -3476328.32332382,-6208640.70150106 -3476337.92917291,-6208612.69752697 -3476344.46569615,-6208595.64628825 -3476348.94432437,-6208460.41940987 -3476387.7365637,-6208467.39474957 -3476417.68712681,-6208506.4868115 -3476568.4067173,-6208540.31635429 -3476558.5844081,-6208542.6802423 -3476566.82196075,-6208549.02485686 -3476584.95685932,-6208557.24307272 -3476603.55098066,-6208589.72182961 -3476738.28305025)))
Promorar;MULTIPOLYGON(((-6208589.72182961 -3476738.28305025,-6208511.59385349 -3476761.37988211,-6208453.59315426 -3476776.83178048,-6208394.76440771 -3476794.95349436,-6208300.93054472 -3476821.50998529,-6208246.299698 -3476955.96410058,-6208210.99898643 -3477027.14475908,-6208127.29945837 -3477209.43683358,-6208142.44796481 -3477219.43093866,-6208142.83325668 -3477220.83535645,-6208164.35414307 -3477299.28386354,-6208192.30409034 -3477401.16703532,-6208230.74921935 -3477529.09835677,-6208460.99223528 -3477462.37344754,-6208501.09733156 -3477483.71866068,-6208521.70623553 -3477466.69234647,-6208529.41638978 -3477433.1023311,-6208540.41210356 -3477397.90498505,-6208549.8432624 -3477356.12079497,-6208555.77997922 -3477335.65240117,-6208564.14171051 -3477317.67395793,-6208570.00879355 -3477303.77502566,-6208582.53398195 -3477278.44962317,-6208622.94239451 -3477243.56741459,-6208654.87619041 -3477160.13969014,-6208684.7671294 -3477115.28995787,-6208729.48568082 -3477059.10114071,-6208793.42950834 -3476962.05506045,-6208829.01247744 -3476919.73012035,-6208860.51880223 -3476876.54042929,-6208896.97038823 -3476829.29743004,-6208928.3808375 -3476795.14049483,-6208969.6298208 -3476757.80364884,-6208742.92106641 -3476715.96355724,-6208709.69330299 -3476704.56484263,-6208650.28006437 -3476721.47910459,-6208589.72182961 -3476738.28305025)))
Honório Lemes;MULTIPOLYGON(((-6207877.60318729 -3477715.74940787,-6208062.97749308 -3477701.31596108,-6208354.64235368 -3477724.59730379,-6208421.64868416 -3477681.07234753,-6208478.79714306 -3477634.59696682,-6208514.21501462 -3477582.41350982,-6208495.01209463 -3477543.88114413,-6208483.30724316 -3477517.47461663,-6208501.09733156 -3477483.71866068,-6208460.99223528 -3477462.37344754,-6208230.74921935 -3477529.09835677,-6208192.30409034 -3477401.16703532,-6208164.35414307 -3477299.28386354,-6208142.83325668 -3477220.83535645,-6208127.29945837 -3477209.43683358,-6208119.43279233 -3477219.1020259,-6207932.9151705 -3477600.01071192,-6207908.20350772 -3477651.18172947,-6207877.60318729 -3477715.74940787)))
Airton Senna;MULTIPOLYGON(((-6207790.47465869 -3477894.31929692,-6207948.96489605 -3478180.00705749,-6208005.93321868 -3478147.49623082,-6208003.60051985 -3478141.86639468,-6208113.85202132 -3478076.36362375,-6208172.21567529 -3478084.67152662,-6208190.63138663 -3478094.72507167,-6208221.95729114 -3478137.53588469,-6208290.31286671 -3478260.43688639,-6208346.98237345 -3478376.64215136,-6208398.12025922 -3478383.40445426,-6208404.17385738 -3478348.81898303,-6208425.00694475 -3478261.16645075,-6208438.45326804 -3478253.98221045,-6208455.48020865 -3478189.55333941,-6208461.14803716 -3478168.80703157,-6208454.21388215 -3478154.67172614,-6208498.70994053 -3477980.47153902,-6208545.08908796 -3477963.82212445,-6208559.49520392 -3477744.6516173,-6208570.19209656 -3477543.59085354,-6208565.20914635 -3477499.73556486,-6208521.70623553 -3477466.69234647,-6208501.09733156 -3477483.71866068,-6208483.30724316 -3477517.47461663,-6208495.01209463 -3477543.88114413,-6208514.21501462 -3477582.41350982,-6208478.79714306 -3477634.59696682,-6208421.64868416 -3477681.07234753,-6208354.64235368 -3477724.59730379,-6208062.97749308 -3477701.31596108,-6207877.60318729 -3477715.74940787,-6207790.47465869 -3477894.31929692)))
Getúlio Vargas;MULTIPOLYGON(((-6207948.96489605 -3478180.00705749,-6208000.53596957 -3478268.43661472,-6208024.06202701 -3478312.09133491,-6208068.83259314 -3478388.39234745,-6208133.11528918 -3478384.52813017,-6208229.04011072 -3478381.37488667,-6208275.53448696 -3478379.84632282,-6208346.98237345 -3478376.64215136,-6208290.31286671 -3478260.43688639,-6208221.95729114 -3478137.53588469,-6208190.63138663 -3478094.72507167,-6208172.21567529 -3478084.67152662,-6208113.85202132 -3478076.36362375,-6208003.60051985 -3478141.86639468,-6208005.93321868 -3478147.49623082,-6207948.96489605 -3478180.00705749)))
Nova Brasília;MULTIPOLYGON(((-6207790.47465869 -3477894.31929692,-6207749.81704059 -3477974.98208315,-6207735.96535454 -3478006.78894192,-6207670.37629254 -3478139.21083585,-6207619.69812875 -3478244.07112964,-6207539.8062419 -3478406.19072149,-6207516.70861809 -3478454.3358166,-6207611.51595659 -3478453.16794442,-6207768.5747994 -3478438.43306896,-6207997.51509042 -3478426.65927166,-6208232.96862472 -3478417.14165046,-6208229.04011072 -3478381.37488667,-6208133.11528918 -3478384.52813017,-6208068.83259314 -3478388.39234745,-6208024.06202701 -3478312.09133491,-6208000.53596957 -3478268.43661472,-6207948.96489605 -3478180.00705749,-6207790.47465869 -3477894.31929692)))
Centenário;MULTIPOLYGON(((-6208040.98654662 -3475561.13839047,-6208030.26118044 -3475552.62896425,-6208001.76662286 -3475568.74627981,-6207970.9422611 -3475599.07187493,-6207953.25837317 -3475622.96936369,-6207929.3069149 -3475621.61707691,-6207915.1118668 -3475624.74922282,-6207898.64523656 -3475636.61593154,-6207884.05415222 -3475676.97011634,-6207846.72869189 -3475703.94102959,-6207824.87401727 -3475710.27533435,-6207804.01531336 -3475725.37960377,-6207789.7734886 -3475732.89065914,-6207770.06227068 -3475742.53267903,-6207757.78901013 -3475769.77299193,-6207732.8180371 -3475761.83997483,-6207706.65284179 -3475763.74816657,-6207680.35928737 -3475777.69875344,-6207624.51601319 -3475804.46993116,-6207572.02193561 -3475823.61268541,-6207546.74730452 -3475844.14344072,-6207502.42950929 -3475913.7398989,-6207471.17074467 -3475984.57221359,-6207499.32800456 -3476000.20477086,-6207534.79465238 -3476045.47877525,-6207575.52111731 -3476108.32848225,-6207610.88335665 -3476163.45594682,-6207655.37245233 -3476282.18842861,-6207520.03714419 -3476329.12767701,-6207178.61629049 -3476447.85677992,-6207046.31866048 -3476492.41448691,-6206922.53785098 -3476534.24529054,-6206803.57739799 -3476575.19316197,-6206654.8435342 -3476628.32869076,-6206569.2540792 -3476655.99826835,-6206463.79567597 -3476681.04562122,-6206355.11779247 -3476697.00876562,-6206315.74870738 -3476700.86673029,-6206424.38110652 -3476790.98422544,-6206554.96909426 -3476897.07994578,-6206703.21891272 -3477012.59587193,-6207098.40769669 -3477323.02227163,-6207119.86518 -3477330.14333487,-6207694.75947585 -3476840.78662596,-6208154.43554562 -3476349.60662951,-6208142.27270948 -3476322.70435732,-6207999.74970931 -3476164.28129955,-6208047.21164832 -3476145.50438456,-6207991.4081137 -3476050.1788955,-6208270.37740478 -3476010.8200888,-6208266.27521155 -3475996.06323225,-6208258.56443203 -3475985.98031298,-6208245.81883208 -3475981.55777987,-6208262.92595188 -3475965.65923997,-6208103.38743422 -3475641.08436318,-6208040.98654662 -3475561.13839047)))
Tancredo Neves;MULTIPOLYGON(((-6209625.48131191 -3475609.72300562,-6209538.48283865 -3475671.43770663,-6209526.314379 -3475743.03878721,-6209486.93590786 -3475752.38428901,-6209491.35382728 -3475774.08131272,-6209321.21895958 -3475806.65792815,-6209327.37787928 -3475849.70402082,-6209551.72821085 -3475811.6236572,-6209664.3669034 -3475783.40565019,-6209683.57754337 -3475777.12643423,-6209793.91103963 -3475741.06175835,-6209822.39285452 -3475722.75277051,-6209854.85011904 -3475695.92726225,-6209867.09764541 -3475685.24078681,-6209850.37743103 -3475652.23587387,-6209818.19668749 -3475659.96046217,-6209807.18654638 -3475610.14098864,-6209720.3005378 -3475609.94146554,-6209625.48131191 -3475609.72300562)))
Capão do Angico;MULTIPOLYGON(((-6206283.80955335 -3477531.04571277,-6206288.01156271 -3477551.65600492,-6206303.46177301 -3477641.67423027,-6206315.38224525 -3477720.65250369,-6206339.85522496 -3477819.93862603,-6206342.71408867 -3477893.31824162,-6206360.08789581 -3477974.19109366,-6206363.23208138 -3477986.00612136,-6206566.33805811 -3477918.72579057,-6206614.22267828 -3477895.14642395,-6206847.69783174 -3477656.9054025,-6207119.86518 -3477330.14333487,-6207098.40769669 -3477323.02227163,-6206703.21891272 -3477012.59587193,-6206554.96909426 -3476897.07994578,-6206424.38110652 -3476790.98422544,-6206315.74870738 -3476700.86673029,-6206303.00176179 -3476702.06742376,-6206188.13912595 -3476701.0853737,-6206141.73128964 -3476735.93962751,-6206174.5116976 -3476910.48540809,-6206193.31231505 -3477028.03978882,-6206197.59920924 -3477138.10273228,-6206215.37333001 -3477263.96377116,-6206215.57063987 -3477332.66268123,-6206224.13826129 -3477384.0979427,-6206256.22290918 -3477454.12592995,-6206274.14866125 -3477483.65955298,-6206283.80955335 -3477531.04571277)))
Segabinazi;MULTIPOLYGON(((-6206307.65121709 -3478016.04732429,-6206557.62170277 -3478786.04010589,-6206594.97977979 -3478807.80138185,-6206686.74455893 -3478785.79942406,-6206729.05438682 -3478753.08879548,-6206747.71148594 -3478714.7806189,-6206739.23950913 -3478654.17221495,-6206720.0774195 -3478569.6085912,-6206696.57387235 -3478455.29509294,-6206674.28003298 -3478304.84653497,-6206681.13134018 -3478288.61532808,-6206674.09016093 -3478264.69984051,-6206668.93243482 -3478235.30353343,-6206667.93541842 -3478158.2747529,-6206655.65799176 -3478112.2976637,-6206634.43641839 -3478049.71997239,-6206606.09554624 -3477970.56157457,-6206570.82851048 -3477924.33430937,-6206566.33805811 -3477918.72579057,-6206363.23208138 -3477986.00612136,-6206304.56651838 -3478005.43884058,-6206306.09297644 -3478011.24735049,-6206307.65121709 -3478016.04732429)))
Santos Dumont;MULTIPOLYGON(((-6206686.74455893 -3478785.79942406,-6206712.12287809 -3478800.58508328,-6206764.5179494 -3478848.83365872,-6206816.72249449 -3478744.87045165,-6206833.33858496 -3478726.71218222,-6206867.02321016 -3478648.2225461,-6206917.24438109 -3478558.90945284,-6207029.35757413 -3478312.56090064,-6207119.06449685 -3478113.65109364,-6207191.8206208 -3477964.07100707,-6207279.56105951 -3477777.97998644,-6207243.10723838 -3477759.29778028,-6207242.28953554 -3477736.07081646,-6207211.02701107 -3477632.79292306,-6207169.46669203 -3477499.08332343,-6207119.86518 -3477330.14333487,-6206847.69783174 -3477656.9054025,-6206614.22267828 -3477895.14642395,-6206566.33805811 -3477918.72579057,-6206570.82851048 -3477924.33430937,-6206606.09554624 -3477970.56157457,-6206634.43641839 -3478049.71997239,-6206655.65799176 -3478112.2976637,-6206667.93541842 -3478158.2747529,-6206668.93243482 -3478235.30353343,-6206674.09016093 -3478264.69984051,-6206681.13134018 -3478288.61532808,-6206674.28003298 -3478304.84653497,-6206696.57387235 -3478455.29509294,-6206720.0774195 -3478569.6085912,-6206739.23950913 -3478654.17221495,-6206747.71148594 -3478714.7806189,-6206729.05438682 -3478753.08879548,-6206686.74455893 -3478785.79942406)))
Dr. Romário;MULTIPOLYGON(((-6206307.65121709 -3478016.04732429,-6206304.56651838 -3478005.43884058,-6206021.05631309 -3478094.51538715,-6205905.83700157 -3478142.1092865,-6205909.03383662 -3478150.01636632,-6205974.79007352 -3478312.10506615,-6206012.54561649 -3478386.41273419,-6206050.21932951 -3478464.89536391,-6206085.4637933 -3478538.8681642,-6206113.80268008 -3478618.03110834,-6206095.8668993 -3478627.28578924,-6206132.14048413 -3478725.49227046,-6206157.95498763 -3478782.26827456,-6206182.1057756 -3478837.76147151,-6206204.17767908 -3478891.54593332,-6206231.55237324 -3478959.30138619,-6206241.06494429 -3478999.02356436,-6206325.4614484 -3478955.92931009,-6206439.2450179 -3478894.81552533,-6206519.97176271 -3478853.51417652,-6206547.53467772 -3478835.47507986,-6206594.97977979 -3478807.80138185,-6206557.62170277 -3478786.04010589,-6206307.65121709 -3478016.04732429)))
Palma;MULTIPOLYGON(((-6206095.8668993 -3478627.28578924,-6206030.57457069 -3478652.71311753,-6205934.9060789 -3478694.25126723,-6205912.17376336 -3478703.8559248,-6205929.9518074 -3478747.14503918,-6205933.48177466 -3478758.18657796,-6205926.10505101 -3478765.4414767,-6205910.49886264 -3478774.44033015,-6206040.11531391 -3479105.95003404,-6206241.06494429 -3478999.02356436,-6206231.55237324 -3478959.30138619,-6206204.17767908 -3478891.54593332,-6206182.1057756 -3478837.76147151,-6206157.95498763 -3478782.26827456,-6206132.14048413 -3478725.49227046,-6206095.8668993 -3478627.28578924)))
Favila;MULTIPOLYGON(((-6205909.03383662 -3478150.01636632,-6205905.83700157 -3478142.1092865,-6205711.82029703 -3478224.99120623,-6205714.24850762 -3478231.69646878,-6205750.32104746 -3478314.01215177,-6205781.197397 -3478394.84262908,-6205813.14498505 -3478472.00541325,-6205832.77568617 -3478518.59502002,-6205849.59822676 -3478553.34957335,-6205912.17376336 -3478703.8559248,-6205934.9060789 -3478694.25126722,-6206030.57457069 -3478652.71311753,-6206095.8668993 -3478627.28578924,-6206113.80268008 -3478618.03110834,-6206085.4637933 -3478538.8681642,-6206050.21932951 -3478464.89536391,-6206012.54561649 -3478386.41273419,-6205974.79007352 -3478312.10506615,-6205909.03383662 -3478150.01636632)))
Saint Pastous;MULTIPOLYGON(((-6205100.92774916 -3477638.82150446,-6205126.51004218 -3477704.82687882,-6205171.5310694 -3477813.55281198,-6205229.37919439 -3477954.29903482,-6205299.86511795 -3478129.74899194,-6205332.95618253 -3478209.17845398,-6205359.87239562 -3478274.27435068,-6205390.95120043 -3478353.24050739,-6205711.82029703 -3478224.99120623,-6205905.83700157 -3478142.1092865,-6206021.05631309 -3478094.51538715,-6206304.56651838 -3478005.43884058,-6206363.23208138 -3477986.00612136,-6206360.08789581 -3477974.19109366,-6206342.71408867 -3477893.31824162,-6206339.85522496 -3477819.93862603,-6206315.38224525 -3477720.65250369,-6206303.46177301 -3477641.67423027,-6206288.01156271 -3477551.65600492,-6206283.80955335 -3477531.04571277,-6206116.54924875 -3477602.16419618,-6205843.57423485 -3477707.37488697,-6205620.02770158 -3477796.61757328,-6205493.90393033 -3477481.6785933,-6205439.65512046 -3477504.29898543,-6205100.92774916 -3477638.82150446)))
N.S. Conceição Aparecida;MULTIPOLYGON(((-6205100.92774916 -3477638.82150446,-6205097.36533275 -3477624.94348295,-6204706.08131686 -3477787.50905896,-6204735.11252074 -3477885.93172325,-6204809.676635 -3477907.83967397,-6204944.03700852 -3478051.430402,-6204955.16878637 -3478068.00921396,-6204997.73292202 -3478173.85408684,-6205026.49847305 -3478241.32621026,-6205050.30286844 -3478233.90752916,-6205079.1391788 -3478303.0773766,-6205107.3452437 -3478373.87427954,-6205144.5074744 -3478461.89024802,-6205163.70596491 -3478450.54555013,-6205390.95120043 -3478353.24050739,-6205359.87239562 -3478274.27435068,-6205332.95618253 -3478209.17845398,-6205299.86511795 -3478129.74899194,-6205229.37919439 -3477954.29903482,-6205171.5310694 -3477813.55281198,-6205126.51004218 -3477704.82687882,-6205100.92774916 -3477638.82150446)))
Ulisses Guimarães;MULTIPOLYGON(((-6204955.16878637 -3478068.00921397,-6204886.96008189 -3478097.97976179,-6204801.26032959 -3478134.90188963,-6204858.86168244 -3478230.55397419,-6204899.75968548 -3478293.51619877,-6204939.61668001 -3478362.36128908,-6204980.86642876 -3478426.57444316,-6205029.09667625 -3478509.91998497,-6205144.5074744 -3478461.89024802,-6205107.3452437 -3478373.87427954,-6205079.1391788 -3478303.0773766,-6205050.30286844 -3478233.90752916,-6205026.49847305 -3478241.32621026,-6204997.73292202 -3478173.85408684,-6204955.16878637 -3478068.00921397)))
Balneário Caverá;MULTIPOLYGON(((-6207476.60566357 -3479299.67510302,-6207574.99599413 -3479553.2901958,-6207594.52216156 -3479610.42091601,-6207613.79112179 -3479652.37026655,-6207628.68899271 -3479671.50438771,-6207658.31302639 -3479686.58079847,-6207801.45399661 -3479742.30676453,-6207893.02364489 -3479780.76480761,-6207947.7645766 -3479802.94804729,-6208015.02102066 -3479836.69800429,-6208084.69038831 -3479881.27086282,-6208209.47756177 -3479972.16508331,-6208276.53321718 -3480024.96613565,-6208324.12313163 -3480066.12569216,-6208379.75221298 -3480123.88515559,-6208438.97763316 -3480200.10243665,-6208462.12096734 -3480222.58069292,-6208545.16328156 -3480317.47272045,-6208628.7512332 -3480420.62794706,-6208812.04430524 -3480656.96446648,-6208843.49765613 -3480610.93331611,-6208913.35153544 -3480539.96699234,-6208888.42439453 -3480136.20498512,-6208941.45134712 -3479953.36837321,-6208927.51402375 -3479890.86311612,-6208851.73660775 -3479809.3575083,-6208964.03821458 -3479542.79609486,-6208943.88869041 -3479377.52570106,-6209132.30751716 -3479159.46545601,-6209372.69200168 -3478857.601093,-6209499.60751503 -3478587.54204266,-6209500.07065931 -3478543.53512711,-6209372.52025802 -3478527.50795755,-6209282.0773327 -3478515.39587209,-6209163.84052016 -3478510.34194323,-6209049.72237717 -3478512.49793546,-6208957.36061486 -3478519.94436186,-6208883.85948438 -3478528.85630591,-6208790.52932665 -3478548.51750406,-6208719.03581735 -3478565.88205317,-6208644.57921866 -3478585.74402285,-6208572.15710032 -3478611.52973668,-6208492.96578174 -3478642.72346515,-6208371.10339918 -3478702.54993793,-6208293.50382344 -3478741.77002237,-6208212.92110095 -3478793.85803243,-6208146.853473 -3478829.82588853,-6208073.37074543 -3478876.71699059,-6208003.34308188 -3478927.95576487,-6207915.34035012 -3478981.38251152,-6207752.84864417 -3479091.37568228,-6207700.04567794 -3479125.80094031,-6207676.37717218 -3479142.41056776,-6207568.27608915 -3479209.12568232,-6207493.92833326 -3479248.84590706,-6207476.60566357 -3479299.67510302)))
Projetado;MULTIPOLYGON(((-6208127.29945837 -3477209.43683358,-6208142.83325668 -3477220.83535645,-6208142.44796481 -3477219.43093866,-6208127.29945837 -3477209.43683358)),((-6208127.29945837 -3477209.43683358,-6208210.99898643 -3477027.14475908,-6208246.299698 -3476955.96410058,-6208300.93054472 -3476821.50998529,-6208314.18199118 -3476736.74586053,-6208298.67462614 -3476682.48490916,-6208257.38856695 -3476554.53168365,-6208241.95616643 -3476521.37868828,-6208183.8548773 -3476406.69816195,-6208154.43554562 -3476349.60662951,-6207694.75947585 -3476840.78662596,-6207119.86518 -3477330.14333487,-6207169.46669203 -3477499.08332343,-6207211.02701107 -3477632.79292306,-6207242.28953554 -3477736.07081646,-6207243.10723838 -3477759.29778028,-6207279.56105951 -3477777.97998644,-6207191.8206208 -3477964.07100707,-6207119.06449685 -3478113.65109364,-6207029.35757413 -3478312.56090064,-6206917.24438109 -3478558.90945284,-6206867.02321016 -3478648.2225461,-6206833.33858496 -3478726.71218222,-6206816.72249449 -3478744.87045165,-6206764.5179494 -3478848.83365872,-6206712.12287809 -3478800.58508328,-6206686.74455893 -3478785.79942406,-6206575.91183576 -3478996.24643855,-6206670.34745291 -3479037.61714055,-6206997.20820672 -3479184.20443935,-6207124.84002299 -3479192.92159051,-6207263.37942672 -3479205.42314237,-6207417.25932706 -3479148.40047325,-6207338.52066981 -3478874.88333913,-6207339.42243525 -3478829.78120854,-6207516.70861809 -3478454.3358166,-6207539.8062419 -3478406.19072149,-6207619.69812875 -3478244.07112964,-6207670.37629254 -3478139.21083585,-6207735.96535454 -3478006.78894192,-6207749.81704059 -3477974.98208315,-6207790.47465869 -3477894.31929692,-6207877.60318729 -3477715.74940787,-6207908.20350772 -3477651.18172947,-6207932.9151705 -3477600.01071192,-6208119.43279233 -3477219.1020259,-6208127.29945837 -3477209.43683358)))
